palabra_clave;rol;grupo;tipo_dato;idioma;prioridad;rol_motor_actual
codigo_empleados;id;identificador;texto;es;70;
codigo_externos;id;identificador;texto;es;70;
codigo_facturas;id;identificador;texto;es;70;
codigo_gastos;id;identificador;texto;es;70;
codigo_guia despachos;id;identificador;texto;es;70;
codigo_ingresos;id;identificador;texto;es;70;
codigo_liquidaciones;id;identificador;texto;es;70;
codigo_movimientos;id;identificador;texto;es;70;
codigo_nota creditos;id;identificador;texto;es;70;
codigo_nota debitos;id;identificador;texto;es;70;
codigo_operaciones;id;identificador;texto;es;70;
codigo_ordenes;id;identificador;texto;es;70;
codigo_pedidos;id;identificador;texto;es;70;
codigo_proveedores;id;identificador;texto;es;70;
codigo_proyectos;id;identificador;texto;es;70;
codigo_registros;id;identificador;texto;es;70;
codigo_remesas;id;identificador;texto;es;70;
codigo_rendiciones;id;identificador;texto;es;70;
codigo_transacciones;id;identificador;texto;es;70;
codigo_usuarios;id;identificador;texto;es;70;
codigo_ventas;id;identificador;texto;es;70;
id_boletas;id;identificador;texto;es;70;
id_compras;id;identificador;texto;es;70;
id_contratos;id;identificador;texto;es;70;
id_cotizaciones;id;identificador;texto;es;70;
id_egresos;id;identificador;texto;es;70;
id_empleados;id;identificador;texto;es;70;
id_externos;id;identificador;texto;es;70;
id_facturas;id;identificador;texto;es;70;
id_gastos;id;identificador;texto;es;70;
id_guia despachos;id;identificador;texto;es;70;
id_ingresos;id;identificador;texto;es;70;
id_internos;id;identificador;texto;es;70;
id_liquidaciones;id;identificador;texto;es;70;
id_movimientos;id;identificador;texto;es;70;
id_nota creditos;id;identificador;texto;es;70;
id_nota debitos;id;identificador;texto;es;70;
id_operaciones;id;identificador;texto;es;70;
id_ordenes;id;identificador;texto;es;70;
id_proveedores;id;identificador;texto;es;70;
id_proyectos;id;identificador;texto;es;70;
id_remesas;id;identificador;texto;es;70;
id_rendiciones;id;identificador;texto;es;70;
id_servicios;id;identificador;texto;es;70;
id_sistemas;id;identificador;texto;es;70;
cod_boleta;id;identificador;texto;es;60;
cod_compra;id;identificador;texto;es;60;
cod_contra;id;identificador;texto;es;60;
cod_cotiza;id;identificador;texto;es;60;
cod_factur;id;identificador;texto;es;60;
cod_guiade;id;identificador;texto;es;60;
cod_notacr;id;identificador;texto;es;60;
cod_notade;id;identificador;texto;es;60;
cod_orden;id;identificador;texto;es;60;
cod_pedido;id;identificador;texto;es;60;
cod_transa;id;identificador;texto;es;60;
cod_venta;id;identificador;texto;es;60;
idx_boleta;id;identificador;texto;es;60;
idx_compra;id;identificador;texto;es;60;
idx_contra;id;identificador;texto;es;60;
idx_cotiza;id;identificador;texto;es;60;
idx_factur;id;identificador;texto;es;60;
idx_guiade;id;identificador;texto;es;60;
idx_notacr;id;identificador;texto;es;60;
idx_notade;id;identificador;texto;es;60;
idx_orden;id;identificador;texto;es;60;
idx_pedido;id;identificador;texto;es;60;
idx_transa;id;identificador;texto;es;60;
idx_venta;id;identificador;texto;es;60;
cod_boletas;id;identificador;texto;es;50;
cod_compras;id;identificador;texto;es;50;
cod_contras;id;identificador;texto;es;50;
cod_cotizas;id;identificador;texto;es;50;
cod_factures;id;identificador;texto;es;50;
cod_guiades;id;identificador;texto;es;50;
cod_notacres;id;identificador;texto;es;50;
cod_notades;id;identificador;texto;es;50;
cod_ordenes;id;identificador;texto;es;50;
cod_pedidos;id;identificador;texto;es;50;
cod_transas;id;identificador;texto;es;50;
cod_ventas;id;identificador;texto;es;50;
idx_boletas;id;identificador;texto;es;50;
idx_compras;id;identificador;texto;es;50;
idx_contras;id;identificador;texto;es;50;
idx_cotizas;id;identificador;texto;es;50;
idx_factures;id;identificador;texto;es;50;
idx_guiades;id;identificador;texto;es;50;
idx_notacres;id;identificador;texto;es;50;
idx_notades;id;identificador;texto;es;50;
idx_ordenes;id;identificador;texto;es;50;
idx_pedidos;id;identificador;texto;es;50;
idx_transas;id;identificador;texto;es;50;
idx_ventas;id;identificador;texto;es;50;
codigo cuenta contable;numero_cuenta;identificador;texto;es;100;
cta cte;numero_cuenta;identificador;texto;es;100;
cuenta bancaria;numero_cuenta;identificador;texto;es;100;
cuenta contable;numero_cuenta;identificador;texto;es;100;
cuenta corriente numero;numero_cuenta;identificador;texto;es;100;
cuenta vista numero;numero_cuenta;identificador;texto;es;100;
iban;numero_cuenta;identificador;texto;es;100;
numero cliente banco;numero_cuenta;identificador;texto;es;100;
numero cuenta;numero_cuenta;identificador;texto;es;100;
numero cuenta bancaria;numero_cuenta;identificador;texto;es;100;
numero cuenta corriente;numero_cuenta;identificador;texto;es;100;
numero tarjeta;numero_cuenta;identificador;texto;es;100;
plan cuentas;numero_cuenta;identificador;texto;es;100;
account number;numero_cuenta;identificador;texto;en;90;
bank account;numero_cuenta;identificador;texto;en;90;
card number;numero_cuenta;identificador;texto;en;90;
codigo cuenta contables;numero_cuenta;identificador;texto;es;90;
cta ctes;numero_cuenta;identificador;texto;es;90;
cuenta bancarias;numero_cuenta;identificador;texto;es;90;
cuenta contables;numero_cuenta;identificador;texto;es;90;
cuenta corriente numeros;numero_cuenta;identificador;texto;es;90;
cuenta vista numeros;numero_cuenta;identificador;texto;es;90;
gl account;numero_cuenta;identificador;texto;en;90;
ibanes;numero_cuenta;identificador;texto;es;90;
numero cliente bancos;numero_cuenta;identificador;texto;es;90;
numero cuenta bancarias;numero_cuenta;identificador;texto;es;90;
numero cuenta corrientes;numero_cuenta;identificador;texto;es;90;
numero cuentas;numero_cuenta;identificador;texto;es;90;
numero tarjetas;numero_cuenta;identificador;texto;es;90;
cta de ahorro;numero_cuenta;identificador;texto;es;80;
cta de bancaria;numero_cuenta;identificador;texto;es;80;
cta de contable;numero_cuenta;identificador;texto;es;80;
cta de corriente;numero_cuenta;identificador;texto;es;80;
cta de deposito;numero_cuenta;identificador;texto;es;80;
cta de vista;numero_cuenta;identificador;texto;es;80;
cta_ahorro;numero_cuenta;identificador;texto;es;80;
cta_bancaria;numero_cuenta;identificador;texto;es;80;
cta_contable;numero_cuenta;identificador;texto;es;80;
cta_corriente;numero_cuenta;identificador;texto;es;80;
cta_deposito;numero_cuenta;identificador;texto;es;80;
cta_vista;numero_cuenta;identificador;texto;es;80;
cuenta de ahorro;numero_cuenta;identificador;texto;es;80;
cuenta de bancaria;numero_cuenta;identificador;texto;es;80;
cuenta de contable;numero_cuenta;identificador;texto;es;80;
cuenta de corriente;numero_cuenta;identificador;texto;es;80;
cuenta de deposito;numero_cuenta;identificador;texto;es;80;
cuenta de vista;numero_cuenta;identificador;texto;es;80;
cuenta_ahorro;numero_cuenta;identificador;texto;es;80;
cuenta_corriente;numero_cuenta;identificador;texto;es;80;
cuenta_deposito;numero_cuenta;identificador;texto;es;80;
cuenta_vista;numero_cuenta;identificador;texto;es;80;
cta de ahorros;numero_cuenta;identificador;texto;es;70;
cta de bancarias;numero_cuenta;identificador;texto;es;70;
cta de contables;numero_cuenta;identificador;texto;es;70;
cta de corrientes;numero_cuenta;identificador;texto;es;70;
cta de depositos;numero_cuenta;identificador;texto;es;70;
cta de vistas;numero_cuenta;identificador;texto;es;70;
cta del ahorro;numero_cuenta;identificador;texto;es;70;
cta del bancaria;numero_cuenta;identificador;texto;es;70;
cta del contable;numero_cuenta;identificador;texto;es;70;
cta del corriente;numero_cuenta;identificador;texto;es;70;
cta del deposito;numero_cuenta;identificador;texto;es;70;
cta del vista;numero_cuenta;identificador;texto;es;70;
cta_ahorros;numero_cuenta;identificador;texto;es;70;
cta_bancarias;numero_cuenta;identificador;texto;es;70;
cta_contables;numero_cuenta;identificador;texto;es;70;
cta_corrientes;numero_cuenta;identificador;texto;es;70;
cta_depositos;numero_cuenta;identificador;texto;es;70;
cta_vistas;numero_cuenta;identificador;texto;es;70;
cuenta de ahorros;numero_cuenta;identificador;texto;es;70;
cuenta de bancarias;numero_cuenta;identificador;texto;es;70;
cuenta de contables;numero_cuenta;identificador;texto;es;70;
cuenta de corrientes;numero_cuenta;identificador;texto;es;70;
cuenta de depositos;numero_cuenta;identificador;texto;es;70;
cuenta de vistas;numero_cuenta;identificador;texto;es;70;
cuenta del ahorro;numero_cuenta;identificador;texto;es;70;
cuenta del bancaria;numero_cuenta;identificador;texto;es;70;
cuenta del contable;numero_cuenta;identificador;texto;es;70;
cuenta del corriente;numero_cuenta;identificador;texto;es;70;
cuenta del deposito;numero_cuenta;identificador;texto;es;70;
cuenta del vista;numero_cuenta;identificador;texto;es;70;
cuenta_ahorros;numero_cuenta;identificador;texto;es;70;
cuenta_corrientes;numero_cuenta;identificador;texto;es;70;
cuenta_depositos;numero_cuenta;identificador;texto;es;70;
cuenta_vistas;numero_cuenta;identificador;texto;es;70;
cta del ahorros;numero_cuenta;identificador;texto;es;60;
cta del bancarias;numero_cuenta;identificador;texto;es;60;
cta del contables;numero_cuenta;identificador;texto;es;60;
cta del corrientes;numero_cuenta;identificador;texto;es;60;
cta del depositos;numero_cuenta;identificador;texto;es;60;
cta del vistas;numero_cuenta;identificador;texto;es;60;
cuenta del ahorros;numero_cuenta;identificador;texto;es;60;
cuenta del bancarias;numero_cuenta;identificador;texto;es;60;
cuenta del contables;numero_cuenta;identificador;texto;es;60;
cuenta del corrientes;numero_cuenta;identificador;texto;es;60;
cuenta del depositos;numero_cuenta;identificador;texto;es;60;
cuenta del vistas;numero_cuenta;identificador;texto;es;60;
nro cta;numero_cuenta;identificador;texto;es;60;
num cta;numero_cuenta;identificador;texto;es;60;
nro ctas;numero_cuenta;identificador;texto;es;50;
num ctas;numero_cuenta;identificador;texto;es;50;
cedula;rut;identificador;texto;es;100;
cedula identidad;rut;identificador;texto;es;100;
cuit;rut;identificador;texto;es;100;
digito verificador;rut;identificador;texto;es;100;
dni;rut;identificador;texto;es;100;
dv;rut;identificador;texto;es;100;
identificacion tributaria;rut;identificador;texto;es;100;
nit;rut;identificador;texto;es;100;
pasaporte;rut;identificador;texto;es;100;
rol unico tributario;rut;identificador;texto;es;100;
run;rut;identificador;texto;es;100;
rut;rut;identificador;texto;es;100;
rut cliente;rut;identificador;texto;es;100;
rut emisor;rut;identificador;texto;es;100;
rut empresa;rut;identificador;texto;es;100;
rut proveedor;rut;identificador;texto;es;100;
rut receptor;rut;identificador;texto;es;100;
rut representante;rut;identificador;texto;es;100;
rut sin dv;rut;identificador;texto;es;100;
rut trabajador;rut;identificador;texto;es;100;
rut vendedor;rut;identificador;texto;es;100;
tax id;rut;identificador;texto;es;100;
cedula identidades;rut;identificador;texto;es;90;
cedulas;rut;identificador;texto;es;90;
digito verificadores;rut;identificador;texto;es;90;
dnis;rut;identificador;texto;es;90;
ein;rut;identificador;texto;en;90;
identificacion tributarias;rut;identificador;texto;es;90;
national id;rut;identificador;texto;en;90;
pasaportes;rut;identificador;texto;es;90;
rol unico tributarios;rut;identificador;texto;es;90;
runes;rut;identificador;texto;es;90;
rut clientes;rut;identificador;texto;es;90;
rut emisores;rut;identificador;texto;es;90;
rut empresas;rut;identificador;texto;es;90;
rut proveedores;rut;identificador;texto;es;90;
rut receptores;rut;identificador;texto;es;90;
rut representantes;rut;identificador;texto;es;90;
rut trabajadores;rut;identificador;texto;es;90;
rut vendedores;rut;identificador;texto;es;90;
ssn;rut;identificador;texto;en;90;
tax ides;rut;identificador;texto;es;90;
vat number;rut;identificador;texto;en;90;
run de beneficiario;rut;identificador;texto;es;80;
run de cliente;rut;identificador;texto;es;80;
run de contacto;rut;identificador;texto;es;80;
run de deudor;rut;identificador;texto;es;80;
run de emisor;rut;identificador;texto;es;80;
run de empresa;rut;identificador;texto;es;80;
run de proveedor;rut;identificador;texto;es;80;
run de receptor;rut;identificador;texto;es;80;
run de socio;rut;identificador;texto;es;80;
run de titular;rut;identificador;texto;es;80;
run de trabajador;rut;identificador;texto;es;80;
run_beneficiario;rut;identificador;texto;es;80;
run_cliente;rut;identificador;texto;es;80;
run_contacto;rut;identificador;texto;es;80;
